mean,standard_deviation,root_mean_square,condition
86.66666666666667,1.728729518208802,86.68333173107735,hard
82.25806451612904,0.8550922732073565,82.26236547895732,hard
82.23333333333333,1.1043279539543758,82.2405009712368,easy
85.03225806451613,3.049413834031516,85.08515658425823,easy
82.56666666666666,0.7279320417946058,82.56976847894553,hard
85.86666666666666,0.6814453874610598,85.86928049851899,easy
83.90322580645162,2.1032488949191186,83.92873320898222,easy
87.46666666666667,1.224275530553741,87.4749487948788,easy
86.96774193548387,2.9719115169392447,87.01686896154658,hard
88.03333333333333,1.1885468767200225,88.04108889225152,easy
83.38709677419355,0.7154215239907503,83.39006670944958,easy
86.83333333333333,3.6206622878002377,86.90627135023111,hard
84.58064516129032,1.7468866314749245,84.59810109971393,hard
82.86666666666666,1.5698305055298023,82.8810392470236,easy
83.93548387096774,0.997847144973208,83.94122367620135,easy
84.2,2.325273435904719,84.23103149473279,hard
84.70967741935483,1.773763388713327,84.72764716164605,easy
91.76666666666667,1.250746903290971,91.77490579310519,easy
88.54838709677419,2.514474228374848,88.58292998016586,easy
86.09677419354838,1.921021233783,86.11751161321148,hard
87.61290322580645,1.5848747448897174,87.62677452070928,easy
89.9,3.7815340802378064,89.97684887421505,hard
88.6,3.102835188484324,88.65250513474882,hard
87.03333333333333,1.4967397519467,87.04577339921029,hard
88.19354838709677,2.301004923052964,88.22259238115605,hard
92.83333333333333,2.393717831631637,92.86316097714243,hard
91.03225806451613,1.6630067341563783,91.04695704468533,hard
89.83333333333333,2.275557276699541,89.86118924949376,hard
91.12903225806451,3.0631349462478363,91.17883880134299,easy
86.73333333333333,1.9464084224865128,86.75444272965699,easy
